cve_id,vendor,product,vuln_name,dateAdded,dueDate,notes
CVE-2021-21315,Npm package,System Information Library for Node.JS,System Information Library for Node.JS Command Injection,2022-01-18,2022-02-01,https://nvd.nist.gov/vuln/detail/CVE-2021-21315
CVE-2021-22991,F5,BIG-IP Traffic Management Microkernel,F5 BIG-IP Traffic Management Microkernel Buffer Overflow,2022-01-18,2022-02-01,https://nvd.nist.gov/vuln/detail/CVE-2021-22991
CVE-2020-14864,Oracle,Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition Path Transversal,2022-01-18,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2020-14864
CVE-2020-13671,Drupal,Drupal core,Drupal core Un-restricted Upload of File,2022-01-18,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2020-13671
CVE-2020-11978,Apache,Airflow,Apache Airflow Command Injection,2022-01-18,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2020-11978
CVE-2020-13927,Apache,Airflow's Experimental API,Apache Airflow's Experimental API Authentication Bypass,2022-01-18,2022-07-18,https://nvd.nist.gov/vuln/detail/CVE-2020-13927
CVE-2021-22017,VMware,vCenter Server,VMware vCenter Server Improper Access Control,2022-01-10,2022-01-24,https://nvd.nist.gov/vuln/detail/CVE-2021-22017
CVE-2021-36260,Hikvision,Security cameras web server,Hikvision Improper Input Validation,2022-01-10,2022-01-24,https://nvd.nist.gov/vuln/detail/CVE-2021-36260
CVE-2020-6572,Google,Chrome Media,Google Chrome Media Use-After-Free Vulnerability,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2020-6572
CVE-2019-1458,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2019-1458
CVE-2013-3900,Microsoft,WinVerifyTrust function,Microsoft WinVerifyTrust function Remote Code Execution,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2013-3900
CVE-2019-2725,Oracle,WebLogic Server,"Oracle WebLogic Server, Injection",2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2019-2725
CVE-2019-9670,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Improper Restriction of XML External Entity Reference,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2019-9670
CVE-2018-13382,Fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Improper Authorization,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2018-13382
CVE-2018-13383,Fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Out-of-bounds Write,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2018-13383
CVE-2019-1579,Palo Alto Networks,PAN-OS,Palo Alto Networks PAN-OS Remote Code Execution Vulnerability,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2019-1579
CVE-2019-10149,Exim,Mail Transfer Agent (MTA),Exim Mail Transfer Agent (MTA) Improper Input Validation,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2019-10149
CVE-2015-7450,IBM,WebSphere Application Server and Server Hypervisor Edition,IBM WebSphere Application Server and Server Hypervisor Edition Code Injection.,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2015-7450
CVE-2017-1000486,Primetek,Primefaces Application,Primetek Primefaces Remote Code Execution Vulnerability,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2017-1000486
CVE-2019-7609,Elastic,Kibana,Kibana Arbitrary Code Execution,2022-01-10,2022-07-10,https://nvd.nist.gov/vuln/detail/CVE-2019-7609
CVE-2021-27860,FatPipe,"WARP, IPVPN, and MPVPN software","FatPipe WARP, IPVPN, and MPVPN Configuration Upload exploit",2022-01-10,2022-01-24,https://nvd.nist.gov/vuln/detail/CVE-2021-27860
CVE-2021-43890,Microsoft,Windows,Microsoft Windows AppX Installer Spoofing Vulnerability,2021-12-15,2021-12-29,https://nvd.nist.gov/vuln/detail/CVE-2021-43890
CVE-2021-4102,Google,Chromium V8,Google Chromium V8 Use-After-Free Vulnerability,2021-12-15,2021-12-29,https://nvd.nist.gov/vuln/detail/CVE-2021-4102
CVE-2021-44515,Zoho,Desktop Central,Zoho Desktop Central Authentication Bypass Vulnerability,2021-12-10,2021-12-24,https://nvd.nist.gov/vuln/detail/CVE-2021-44515
CVE-2019-13272,Linux,Kernel,Linux Kernel Improper Privilege Management Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2019-13272
CVE-2021-35394,Realtek,Jungle Software Development Kit (SDK),Realtek Jungle SDK Remote Code Execution Vulnerability,2021-12-10,2021-12-24,https://nvd.nist.gov/vuln/detail/CVE-2021-35394
CVE-2019-7238,Sonatype,Nexus Repository Manager,Sonatype Nexus Repository Manager Incorrect Access Control Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2019-7238
CVE-2019-0193,Apache,Solr,Apache Solr DataImportHandler Code Injection Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2019-0193
CVE-2021-44168,Fortinet,FortiOS,Fortinet FortiOS Arbitrary File Download,2021-12-10,2021-12-24,https://nvd.nist.gov/vuln/detail/CVE-2021-44168
CVE-2017-17562,Embedthis,GoAhead,Embedthis GoAhead Remote Code Execution Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2017-17562
CVE-2017-12149,Red Hat,JBoss Application Server,Red Hat JBoss Application Server Remote Code Execution Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2017-12149
CVE-2010-1871,Red Hat,JBoss Seam 2,Red Hat Linux JBoss Seam 2 Remote Code Execution Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2010-1871
CVE-2020-17463,Fuel CMS,Fuel CMS,Fuel CMS SQL Injection Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2020-17463
CVE-2020-8816,Pi-hole,AdminLTE,Pi-Hole AdminLTE Remote Code Execution Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2020-8816
CVE-2019-10758,MongoDB,mongo-express,MongoDB mongo-express Remote Code Execution Vulnerability,2021-12-10,2022-06-10,https://nvd.nist.gov/vuln/detail/CVE-2019-10758
CVE-2021-44228,Apache,Log4j2,Apache Log4j2 Remote Code Execution Vulnerability,2021-12-10,2021-12-24,https://nvd.nist.gov/vuln/detail/CVE-2021-44228
CVE-2020-11261,Qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Qualcomm Multiple Chipsets Improper Input Validation Vulnerability,2021-12-01,2022-06-01,https://nvd.nist.gov/vuln/detail/CVE-2020-11261
CVE-2018-14847,MikroTik,RouterOS,MikroTik Router OS Directory Traversal Vulnerability,2021-12-01,2022-06-01,https://nvd.nist.gov/vuln/detail/CVE-2018-14847
CVE-2021-37415,Zoho,ManageEngine ServiceDesk Plus (SDP),Zoho ManageEngine ServiceDesk Authentication Bypass Vulnerability,2021-12-01,2021-12-15,https://nvd.nist.gov/vuln/detail/CVE-2021-37415
CVE-2021-40438,Apache,Apache,Apache HTTP Server-Side Request Forgery (SSRF),2021-12-01,2021-12-15,https://nvd.nist.gov/vuln/detail/CVE-2021-40438
CVE-2021-44077,Zoho,ManageEngine ServiceDesk Plus (SDP) / SupportCenter Plus,Zoho ManageEngine ServiceDesk Plus Remote Code Execution Vulnerability,2021-12-01,2021-12-15,https://nvd.nist.gov/vuln/detail/CVE-2021-44077
CVE-2021-22204,Perl,Exiftool,ExifTool Remote Code Execution Vulnerability,2021-11-17,2021-12-01,https://nvd.nist.gov/vuln/detail/CVE-2021-22204
CVE-2021-40449,Microsoft,Windows,Microsoft Windows Win32k Privilege Escalation Vulnerability,2021-11-17,2021-12-01,https://nvd.nist.gov/vuln/detail/CVE-2021-40449
CVE-2021-42321,Microsoft,Exchange,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-17,2021-12-01,https://nvd.nist.gov/vuln/detail/CVE-2021-42321
CVE-2021-42292,Microsoft,Office,Microsoft Excel Security Feature Bypass,2021-11-17,2021-12-01,https://nvd.nist.gov/vuln/detail/CVE-2021-42292
CVE-2021-27104,Accellion,FTA,Accellion FTA OS Command Injection Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-27104
CVE-2021-27102,Accellion,FTA,Accellion FTA OS Command Injection Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-27102
CVE-2021-27101,Accellion,FTA,Accellion FTA SQL Injection Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-27101
CVE-2021-27103,Accellion,FTA,Accellion FTA Server-Side Request Forgery (SSRF) Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-27103
CVE-2021-21017,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Heap-based Buffer Overflow Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-21017
CVE-2021-28550,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-28550
CVE-2018-4939,Adobe,ColdFusion,Adobe ColdFusion Deserialization of Untrusted Data Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-4939
CVE-2018-15961,Adobe,ColdFusion,Adobe ColdFusion Unrestricted File Upload Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-15961
CVE-2018-4878,Adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-4878
CVE-2020-5735,Amcrest,Cameras and Network Video Recorder (NVR),Amcrest Cameras and NVR Stack-based Buffer Overflow Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-5735
CVE-2019-2215,Android,Android Kernel,Android Kernel Use-After-Free Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-2215
CVE-2020-0041,Android,Android Kernel,Android Kernel Out-of-Bounds Write Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0041
CVE-2020-0069,MediaTek,Multiple Chipsets,Mediatek Multiple Chipsets Insufficient Input Validation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-0069
CVE-2017-9805,Apache,Struts,Apache Struts Deserialization of Untrusted Data Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-9805
CVE-2021-42013,Apache,HTTP Server,Apache HTTP Server Path Traversal Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-42013
CVE-2021-41773,Apache,HTTP Server,Apache HTTP Server Path Traversal Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-41773
CVE-2019-0211,Apache,HTTP Server,Apache HTTP Server Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-0211
CVE-2016-4437,Apache,Shiro,Apache Shiro Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2016-4437
CVE-2019-17558,Apache,Solr,Apache Solr VelocityResponseWriter Plug-In Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-17558
CVE-2020-17530,Apache,Struts,Apache Struts Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-17530
CVE-2017-5638,Apache,Struts,Apache Struts Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-5638
CVE-2018-11776,Apache,Struts,Apache Struts Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-11776
CVE-2021-30858,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, macOS Use-After-Free Vulnerability",2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30858
CVE-2019-6223,Apple,iOS and macOS,Apple iOS and macOS Group Facetime Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-6223
CVE-2021-30860,Apple,Multiple Products,Apple Multiple Products Integer Overflow Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30860
CVE-2020-27930,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-27930
CVE-2021-30807,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30807
CVE-2020-27950,Apple,Multiple Products,Apple Multiple Products Memory Initialization Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-27950
CVE-2020-27932,Apple,Multiple Products,Apple Multiple Products Type Confusion Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-27932
CVE-2020-9818,Apple,"iOS, iPadOS, and watchOS","Apple iOS, iPadOS, and watchOS Out-of-Bounds Write Vulnerability",2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-9818
CVE-2020-9819,Apple,"iOS, iPadOS, and watchOS","Apple iOS, iPadOS, and watchOS Memory Corruption Vulnerability",2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-9819
CVE-2021-30762,Apple,iOS,Apple iOS WebKit Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30762
CVE-2021-1782,Apple,Multiple Products,Apple Multiple Products Race Condition Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1782
CVE-2021-1870,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS WebKit Remote Code Execution Vulnerability",2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1870
CVE-2021-1871,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS WebKit Remote Code Execution Vulnerability",2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1871
CVE-2021-1879,Apple,"iOS, iPadOS, and watchOS","Apple iOS, iPadOS, and watchOS WebKit Cross-Site Scripting (XSS) Vulnerability",2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1879
CVE-2021-30661,Apple,Multiple Products,Apple Multiple Products WebKit Storage Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30661
CVE-2021-30666,Apple,iOS,Apple iOS WebKit Buffer Overflow Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30666
CVE-2021-30713,Apple,macOS,Apple macOS Unspecified Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30713
CVE-2021-30657,Apple,macOS,Apple macOS Unspecified Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30657
CVE-2021-30665,Apple,Multiple Products,Apple Multiple Products WebKit Memory Corruption Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30665
CVE-2021-30663,Apple,Multiple Products,Apple Multiple Products WebKit Integer Overflow Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30663
CVE-2021-30761,Apple,iOS,Apple iOS WebKit Memory Corruption Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30761
CVE-2021-30869,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS Type Confusion Vulnerability",2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30869
CVE-2020-9859,Apple,Multiple Products,Apple Multiple Products Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-9859
CVE-2021-20090,Arcadyan,Buffalo Firmware,Arcadyan Buffalo Firmware Path Traversal Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-20090
CVE-2021-27562,Arm,Trusted Firmware,Arm Trusted Firmware Out-of-Bounds Write Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-27562
CVE-2021-28664,Arm,Mali Graphics Processing Unit (GPU),Arm Mali Graphics Processing Unit (GPU) Unspecified Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-28664
CVE-2021-28663,Arm,Mali Graphics Processing Unit (GPU),Arm Mali Graphics Processing Unit (GPU) Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-28663
CVE-2019-3398,Atlassian,Confluence Server and Data Center,Atlassian Confluence Server and Data Center Path Traversal Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-3398
CVE-2021-26084,Atlassian,Confluence Server and Data Center,Atlassian Confluence Server and Data Center Object-Graph Navigation Language (OGNL) Injection Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-26084
CVE-2019-11580,Atlassian,Crowd and Crowd Data Center,Atlassian Crowd and Crowd Data Center Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-11580
CVE-2019-3396,Atlassian,Confluence Server and Data Server,Atlassian Confluence Server and Data Center Server-Side Template Injection Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-3396
CVE-2021-42258,BQE,BillQuick Web Suite,BQE BillQuick Web Suite SQL Injection Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-42258
CVE-2020-3452,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco ASA and FTD Read-Only Path Traversal Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-3452
CVE-2020-3580,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco ASA and FTD Cross-Site Scripting (XSS) Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-3580
CVE-2021-1497,Cisco,HyperFlex HX,Cisco HyperFlex HX Installer Virtual Machine Command Injection Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1497
CVE-2021-1498,Cisco,HyperFlex HX,Cisco HyperFlex HX Data Platform Command Injection Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-1498
CVE-2018-0171,Cisco,IOS and IOS XE,Cisco IOS and IOS XE Software Smart Install Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-0171
CVE-2020-3118,Cisco,IOS XR,Cisco IOS XR Software Discovery Protocol Format String Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-3118
CVE-2020-3566,Cisco,IOS XR,Cisco IOS XR Software DVMRP Memory Exhaustion Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-3566
CVE-2020-3569,Cisco,IOS XR,Cisco IOS XR Software DVMRP Memory Exhaustion Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-3569
CVE-2020-3161,Cisco,Cisco IP Phones,Cisco IP Phones Web Server Remote Code Execution and Denial-of-Service Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-3161
CVE-2019-1653,Cisco,Small Business RV320 and RV325 Routers,Cisco Small Business RV320 and RV325 Routers Information Disclosure Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-1653
CVE-2018-0296,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) Denial-of-Service Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-0296
CVE-2019-13608,Citrix,StoreFront Server,Citrix StoreFront Server XML External Entity (XXE) Processing Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-13608
CVE-2020-8193,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance","Citrix ADC, Gateway, and SD-WAN WANOP Appliance Authorization Bypass Vulnerability",2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-8193
CVE-2020-8195,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance","Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-8195
CVE-2020-8196,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance","Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-8196
CVE-2019-19781,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance","Citrix ADC, Gateway, and SD-WAN WANOP Appliance Code Execution Vulnerability",2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-19781
CVE-2019-11634,Citrix,Workspace Application and Receiver for Windows,Citrix Workspace Application and Receiver for Windows Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-11634
CVE-2020-29557,D-Link,DIR-825 R1 Devices,D-Link DIR-825 R1 Devices Buffer Overflow Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-29557
CVE-2020-25506,D-Link,DNS-320 Device,D-Link DNS-320 Device Command Injection Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-25506
CVE-2018-15811,DotNetNuke (DNN),DotNetNuke (DNN),DotNetNuke (DNN) Inadequate Encryption Strength Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-15811
CVE-2018-18325,DotNetNuke (DNN),DotNetNuke (DNN),DotNetNuke (DNN) Inadequate Encryption Strength Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-18325
CVE-2017-9822,DotNetNuke (DNN),DotNetNuke (DNN),DotNetNuke (DNN) Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2017-9822
CVE-2019-15752,Docker,Desktop Community Edition,Docker Desktop Community Edition Privilege Escalation Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-15752
CVE-2020-8515,DrayTek,Multiple Vigor Routers,Multiple DrayTek Vigor Routers Web Management Page Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-8515
CVE-2018-7600,Drupal,Drupal Core,Drupal Core Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-7600
CVE-2021-22205,GitLab,Community and Enterprise Editions,GitLab Community and Enterprise Editions Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-22205
CVE-2018-6789,Exim,Exim,Exim Buffer Overflow Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-6789
CVE-2020-8657,EyesOfNetwork,EyesOfNetwork,EyesOfNetwork Use of Hard-Coded Credentials Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-8657
CVE-2020-8655,EyesOfNetwork,EyesOfNetwork,EyesOfNetwork Improper Privilege Management Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-8655
CVE-2020-5902,F5,BIG-IP,F5 BIG-IP Traffic Management User Interface (TMUI) Remote Code Execution Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-5902
CVE-2021-22986,F5,BIG-IP and BIG-IQ Centralized Management,F5 BIG-IP and BIG-IQ Centralized Management iControl REST Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-22986
CVE-2021-35464,ForgeRock,Access Management (AM),ForgeRock Access Management (AM) Core Server Remote Code Execution Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-35464
CVE-2019-5591,Fortinet,FortiOS,Fortinet FortiOS Default Configuration Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2019-5591
CVE-2020-12812,Fortinet,FortiOS,Fortinet FortiOS SSL VPN Improper Authentication Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-12812
CVE-2018-13379,Fortinet,FortiOS,Fortinet FortiOS SSL VPN Path Traversal Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2018-13379
CVE-2020-16010,Google,Chrome for Android UI,Google Chrome for Android UI Heap Buffer Overflow Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-16010
CVE-2020-15999,Google,Chrome FreeType,Google Chrome FreeType Heap Buffer Overflow Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2020-15999
CVE-2021-21166,Google,Chromium,Google Chromium Race Condition Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-21166
CVE-2020-16017,Google,Chrome,Google Chrome Use-After-Free Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-16017
CVE-2021-37976,Google,Chromium,Google Chromium Information Disclosure Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-37976
CVE-2020-16009,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-16009
CVE-2021-30632,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Write Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30632
CVE-2020-16013,Google,Chromium V8,Google Chromium V8 Incorrect Implementation Vulnerabililty,2021-11-03,2022-05-03,https://nvd.nist.gov/vuln/detail/CVE-2020-16013
CVE-2021-30633,Google,Chromium Indexed DB API,Google Chromium Indexed DB API Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-30633
CVE-2021-21148,Google,Chromium V8,Google Chromium V8 Heap Buffer Overflow Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-21148
CVE-2021-37973,Google,Chromium Portals,Google Chromium Portals Use-After-Free Vulnerability,2021-11-03,2021-11-17,https://nvd.nist.gov/vuln/detail/CVE-2021-37973
